annee;date;parcelle;exploitation;culture;ITK;OT;temps[h];profondeur[cm];RECOLTE_rendement[t/ha];RECOLTE_risqueEchaudage[%];RECOLTE_impactGel[%];IRRIGATION_dose[mm];IRRIGATION_reelle[mm];FERTI_produit;FERTI_nature;FERTI_annulee;FERTI_doseBruteOrg[kg/ha];FERTI_apportNminTheorique[kg/ha];FERTI_apportNminReel[kg/ha];FERTI_apportNorg_labile[kg/ha];FERTI_apportNorg_recalcitrant[kg/ha];BIOMASSE_export[t/ha];BIOMASSE_aer_restit[t/ha];BIOMASSE_rac_restit[t/ha];N_export[kg/ha];C_export[kg/ha];id_lot;nb_ugb;duree_pature[j];herbe_consommee[kg];recolte_forcee_raison;semis_force_raison
2022;134;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;SEMIS;0.81;3.0;;;;;;;;;;;;;;;;;;;;;;;;
2022;123;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;NP;mineral;N;-1.0;18.0;18.0;0.0;0.0;;;;;;;;;;;
2022;125;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2022;136;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2023;151;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;158;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;165;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;172;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;179;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;186;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;193;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;200;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;207;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;214;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;221;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;228;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;235;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;242;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2023;314;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;RECOLTE;;3.0;13.57;;;;;;;;;;;;;0.0;9.83;3.78;;;;;;;;
2023;151;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;SEMIS;;3.0;;;;;;;;;;;;;;;;;;;;;;;;
2023;95;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;AN;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2023;97;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;NP;mineral;N;-1.0;18.0;18.0;0.0;0.0;;;;;;;;;;;
2023;121;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2023;135;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2024;227;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;SEMIS;0.73;5.0;;;;;;;;;;;;;;;;;;;;;;;;
2024;269;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;1.9;;;;;;;;;;;;;;0.1;;90.56;836.61;;;;;;
2025;106;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.69;;;;;;;;;;;;;;0.14;;117.17;1184.04;;;;;;
2025;137;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.16;;;;;;;;;;;;;;0.11;;100.25;948.6;;;;;;
2025;160;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.18;;;;;;;;;;;;;;0.11;;100.94;957.86;;;;;;
2025;184;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.01;;;;;;;;;;;;;;0.11;;95.27;883.64;;;;;;
2025;204;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;1.95;;;;;;;;;;;;;;0.1;;92.22;859.47;;;;;;
2025;232;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.08;;;;;;;;;;;;;;0.11;;96.07;917.39;;;;;;
2026;110;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.01;;;;;;;;;;;;;;0.11;;95.38;883.66;;;;;;
2026;135;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.04;;;;;;;;;;;;;;0.11;;96.51;898.59;;;;;;
2026;157;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.04;;;;;;;;;;;;;;0.11;;96.31;895.88;;;;;;
2026;174;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.14;;;;;;;;;;;;;;0.11;;99.86;943.28;;;;;;
2026;198;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.46;;;;;;;;;;;;;;0.13;;109.27;1084.57;;;;;;
2026;218;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.04;;;;;;;;;;;;;;0.11;;94.46;896.05;;;;;;
2026;251;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.21;;;;;;;;;;;;;;0.12;;100.56;973.08;;;;;;
2027;151;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;158;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;165;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;172;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;179;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;186;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;193;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;200;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;207;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;214;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;221;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;228;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;235;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;242;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2027;122;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;RECOLTE;0.0;0.0;0.0;;;;;;;;;;;;;0.0;1.46;6.41;;;;;;;;
2027;314;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;RECOLTE;;3.0;13.46;;;;;;;;;;;;;0.0;9.75;3.78;;;;;;;;
2027;151;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;SEMIS;;3.0;;;;;;;;;;;;;;;;;;;;;;;;
2027;124;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;NP;mineral;N;-1.0;18.0;18.0;0.0;0.0;;;;;;;;;;;
2027;125;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2027;135;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2027;111;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;1.96;;;;;;;;;;;;;;0.1;;93.65;860.94;;;;;;
2028;139;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;146;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;153;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;160;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;167;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;174;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;181;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;188;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;195;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;202;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;209;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;216;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;223;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;230;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;237;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;IRRIGATION;0.58;;;;;15.0;15.0;;;;;;;;;;;;;;;;;;;
2028;314;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;RECOLTE;;3.0;11.7;;;;;;;;;;;;;0.0;8.47;3.78;;;;;;;;
2028;139;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;SEMIS;0.81;3.0;;;;;;;;;;;;;;;;;;;;;;;;
2028;95;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;AN;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2028;97;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;NP;mineral;N;-1.0;18.0;18.0;0.0;0.0;;;;;;;;;;;
2028;121;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2028;135;sudouest_prairie_41_1;mineral_sudouest_prairie;maisDP;maisDP_accalmie;FERTI;0.15;0.0;;;;;;urea;mineral;N;-1.0;70.0;70.0;0.0;0.0;;;;;;;;;;;
2029;228;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;SEMIS;0.73;5.0;;;;;;;;;;;;;;;;;;;;;;;;
2029;284;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.16;;;;;;;;;;;;;;0.11;;108.48;949.28;;;;;;
2030;117;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;3.35;;;;;;;;;;;;;;0.18;;136.84;1472.72;;;;;;
2030;147;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.76;;;;;;;;;;;;;;0.15;;119.26;1213.38;;;;;;
2030;171;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.51;;;;;;;;;;;;;;0.13;;111.48;1102.94;;;;;;
2030;195;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.11;;;;;;;;;;;;;;0.11;;98.11;930.05;;;;;;
2030;219;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;1.86;;;;;;;;;;;;;;0.1;;88.53;819.0;;;;;;
2030;267;sudouest_prairie_41_1;mineral_sudouest_prairie;alfalfa;luzernePreLuzerne_t2050_aveyron;FAUCHE;0.26;;2.34;;;;;;;;;;;;;;0.12;;105.13;1030.96;;;;;;
